,image_id,PredictionString
732,42f425197ab0ba67f0ec8da9d9f57c9f, 14 0.548423171043396 0 0 1 1
733,4317ccff1c5ab145abf05130c49402b0,
734,4336126559df623f417e0cce8658d834, 0 0.5945028066635132 589 456 794 696
735,435ab3812fb181923346ede78dd5b9a1, 14 0.6089114546775818 0 0 1 1
736,435c653f95dd47326063ff145a0fa82e, 14 0.9472689032554626 0 0 1 1
737,436088e347319cbffc494a8d24005299, 14 0.728040337562561 0 0 1 1
738,436bfe4e723272edcfe1cd8c85bd37a0, 0 0.7510036826133728 788 626 1095 953
739,4378b6e8a912d95d9eadeff7b3b9a48e, 14 0.9985896944999695 0 0 1 1
740,439dc69a4c208bef639794335fc7e8aa, 0 0.577695906162262 722 563 1040 832 3 0.9420463442802429 617 777 1099 1062 11 0.5059426426887512 502 403 704 704
741,43a5c26c8ab3300f0848b4b1ebb197f6,
742,43e2eabebfa4a1545c0d5520a7435ca3, 0 0.8393006920814514 613 484 832 736
743,43f22c9287a262c3621ee246b6153a1b,
744,43f2bfe06c7c0bed1ea56abd891c46c1,
745,43f36cac2950bc05f18187f0b1a7670e, 14 0.5232141613960266 0 0 1 1
746,440a93a65ecad8a5b0f77db19d5e8fb4, 0 0.8237903714179993 753 573 1018 842 3 0.9576358795166016 679 837 1151 1108
747,4419786026e61be0d0cc38481e6d4a6f, 14 0.830467939376831 0 0 1 1
748,441e33ddef587e66391d3560e975b045, 14 0.9996238946914673 0 0 1 1
749,442e1e71a3b1c97fe654fc7439119534,
750,445968a410422d687217c1f21fddf8b9,
751,44666fb9bad75f506a8fdff1e34b8fa6, 0 0.8974987864494324 803 601 1104 921 3 0.6106892228126526 671 861 1150 1177
752,448408b2da910f68f956ba77db83bf7f, 14 0.8819589614868164 0 0 1 1
753,449090e7c3df33a02d8f935a57af7f74, 14 0.9999998807907104 0 0 1 1
754,44a4ac9c03955122caf8db97ae2fcec6, 0 0.8356912136077881 745 574 1024 874
755,44a61046e125f744ab317d7a463fbd9b, 14 1.0 0 0 1 1
756,44e38e19f2d5fa89ebc805b4e4249f4a, 0 0.610803484916687 637 562 899 845 9 0.5818743109703064 0 0 729 935
757,455955fc58bafe84b70a4e92384cc07c, 14 1.0 0 0 1 1
758,4567d789f16f8cad11b2e53f4b808256, 14 0.8948099613189697 0 0 1 1
759,456a10d48cab2f63322322daa2c40fde, 14 0.8493932485580444 0 0 1 1
760,458dba2869d82b94f34858fc0e9d420d,
761,458df830e90722a42a663360024ec00c,
762,4593b44cd46a5ec9c8f341a16ddcba07, 14 0.8843892216682434 0 0 1 1
763,4597cf072dafa598c3396af5b395da05, 0 0.5730794668197632 776 608 1078 935
764,45a67b52deef6d917675de9efcace27d,
765,45ca9eddff39ca3e252551cc283779d0, 0 0.6143372058868408 636 549 878 822 13 0.5841194987297058 0 0 0 0
766,45d1c2d9c830ed7a526cdad0d908397a, 0 0.671125590801239 627 530 876 801
767,45db750ac1e7ebdaaba5b1079f06094a, 14 1.0 0 0 1 1
768,45dbcf1210bda737de385640e0635deb,
769,45f407b266655c8d3faf9bd6faa9a6d2,
770,45ffdfc3462f0377ee35ef05e9bf2b9d, 3 0.8123438358306885 591 770 1039 1027
771,4601f338b350b816ad50be7c58deed92, 14 0.9999990463256836 0 0 1 1
772,460283ce802309a67fab5f8d098cc7f1, 14 0.6326605081558228 0 0 1 1
773,461047418073179170ff04527460a0c6, 0 0.7034012079238892 751 613 1044 932
774,46670a547d530e18e32a16c6a2d3ce23, 0 0.9957898259162903 872 627 1179 981 3 0.8787114024162292 742 987 1261 1290
775,467fb10d9fb7d7816e9086fec5aa86f6, 14 0.9568186402320862 0 0 1 1
776,4688671bef57318e17dadd91a29e1e0a, 14 0.8828477263450623 0 0 1 1 11 0.6038020253181458 0 0 0 0
777,46b04770c972a6db13be05221cce609d, 0 0.7661531567573547 747 616 1022 927
778,46bf77c01c789723965f6180d1d217b0, 0 0.8657966256141663 756 644 1064 974
779,46f349b7cabf56c2c2d9c1d069f8c564,
780,472672f4fbd1e5093c54346466ef8b6c, 0 0.6870050430297852 606 486 849 752
781,472737987cecf2846b2f7453ec97a0e4,
782,4736524816401e7b31cfb0cac71d7a8e, 14 1.0 0 0 1 1
783,473ad58ee65663186dbab2bcae8cd0a7, 0 0.8598673343658447 886 622 1181 960
784,474007ded9b6b99e3619a705ef34d0dc,
785,47415deef1ee1c384eeaa1c58ad56b79, 14 0.7868751287460327 0 0 1 1
786,47437878d27d009dcc9fcda42255c2c8,
787,475274f175ac0685d9ef2153e5d8e47a, 0 0.7348737120628357 785 498 1117 779
788,475405daeac63ae42731ddf2b8a53508, 0 0.617340087890625 943 654 1330 995
789,477e93583988faa67e54d97cc39a8df9, 14 0.999267041683197 0 0 1 1
790,4783897bac1d991d9a95f8c6bdb14766,
791,47ce4f0300b152a5d4e22f812f747292, 14 1.0 0 0 1 1
792,47d8960b72621abb40a2544697b6308f, 0 0.6534126400947571 887 721 1237 1100
793,47e9bd83458885c6edba8b24a267a392, 14 0.9986269474029541 0 0 1 1
794,48170b1f039b7cd08841af54449b5018,
795,48bcefd8a7e3b434f5680c174bd80ad4, 14 0.8612279295921326 0 0 1 1
796,48f74b1df20e005b30cd5517ffe91aa4,
797,48fcc25810228823538d0392877fcce0, 14 1.0 0 0 1 1
798,4910dbe4c6e17a35ed2ba6e7f3d04ef8, 0 0.7180962562561035 797 678 1142 1022 3 0.86374431848526 676 941 1195 1293
799,49158aad3ffa8a556c9d4cc8efbcf58c, 14 0.7027554512023926 0 0 1 1
800,4924e87f8069a1e4d3bb55f7bbeecdab, 14 1.0 0 0 1 1
801,49381febdd648ccc7a190965fe5180bd,
802,493a7af11aa1a9a1a676aba29e0c6f9d, 0 0.681672215461731 761 638 1077 972
803,493d5f75237e5b3ee1846c170a393411,
804,494445ea1855b61dbabe65e39f6f6927, 14 0.9620989561080933 0 0 1 1
805,4957a9685207cc3eb8425318dc83fafb, 0 0.5089648365974426 799 664 1136 1016
806,49769691d05ec479aaee410f1553093d,
807,4983daeac755e646cb10670f26f04168, 0 0.8756048679351807 790 640 1078 970 13 0.5455825924873352 0 0 0 0
808,4988a69766a1c59921d0b747dab42457,
809,499855f7f211a8f2a5142182f1c6c177, 14 1.0 0 0 1 1
810,49c8db913e71138d6d0bbea0ab047490, 0 0.6764469742774963 895 722 1219 1083
811,49cdb90b456d95c6b522acdbda2305c1, 14 0.5062349438667297 0 0 1 1
812,49ff79c0235064bd067c31148066acf0,
813,4a3a03c8e79cd72efd984b4fef5c157e, 0 0.7216557860374451 1001 660 1391 1006
814,4a43a19ebccba17f3c1aa3b761298293, 14 0.9999686479568481 0 0 1 1
815,4a6d4be950d20bd987baaabf6a986ab0,
816,4a78111ddffd59513a73874c9978b3c2, 0 0.7405112981796265 657 526 907 801
817,4a8a7088ed91ca054e7e0d6f36f11a61, 0 0.8755119442939758 734 531 1003 799
818,4a8ac39c7a3610502f46ae647da2ef19, 0 0.9114089608192444 1010 678 1390 1029 13 0.5261794924736023 0 0 0 0
819,4aa26eed11820103f29614a3a42c2d4e,
820,4aaa644100b006b907aad188b7cbe342, 0 0.7221205234527588 982 683 1362 1027
821,4aace7806718a917535d92c97eec097c, 0 0.7245651483535767 723 566 992 872
822,4adb2de9973bd84b83298d045891ee3e, 0 0.6158173680305481 913 673 1279 1032
823,4b19ca098b479dd60cc2288ab680e3eb, 0 0.6645614504814148 764 561 1052 852
824,4b4c014996678e36fa5aa1d74ff71a1a, 14 0.9999879598617554 0 0 1 1
825,4b4d890639634f5cc8aaefc9fed962ca, 14 0.999541163444519 0 0 1 1
826,4b53f1475d0e4f4b617e7e3cb43bda2c, 14 0.5098442435264587 0 0 1 1
827,4b544911d0421cdc60b42416c296a1eb, 0 0.5785427689552307 965 670 1347 1006
828,4b60a9073eca2b480adde9c58e337d1a, 14 0.7081475257873535 0 0 1 1
829,4b75a96397735f1435c1414abcb6b9ec, 14 1.0 0 0 1 1
830,4b7e11251461edb6c46b6acb16583eb2, 3 0.5568123459815979 799 715 1162 1064 3 0.6502367258071899 697 970 1218 1327
831,4b81d215ee6e2cb1d59cd812475c0172,
832,4b848db9936cee0aa033439f83426f91, 14 0.7297731637954712 0 0 1 1
833,4b8cfc33da08ab5309230eeeda306d3d, 0 0.5884896516799927 792 543 1076 841
834,4b92edbb7f4cfebd83b4562c578d22c7, 0 0.7155832052230835 747 651 1032 982
835,4ba676bdd0c1b0c3876b6050c8fe0f31, 14 1.0 0 0 1 1
836,4bbddf35e1c4dfaa9c29d1fca909575f, 14 0.9433663487434387 0 0 1 1
837,4bc559f97e1d3c8c2ee52deef7de8811, 0 0.8263124823570251 637 507 882 774
838,4bed68bcc1b764cd964f5e96ca83884c, 0 0.951194703578949 783 508 1030 853
839,4c213a6dd028309618851387389b7a30, 0 0.5050891637802124 988 675 1367 1008
840,4c5cda3481350033d181e879d29f0135, 14 0.9319832921028137 0 0 1 1
841,4c60b5ec140ae2e8611927fa82726f95,
842,4c942bf5c39903d0ac282810185ddf7a, 0 0.9964259266853333 1046 800 1442 1229 3 0.7114869952201843 943 1135 1550 1528 13 0.5480166077613831 808 646 1114 1064
843,4c97a58d5d0c427d1596a8b28f9964ad, 7 0.860929012298584 554 739 933 994 10 0.6589816808700562 490 480 675 821
844,4c98b411d5440af477230c1152109235, 14 1.0 0 0 1 1
845,4cc22fdb9c33ee883ca3f033c62928c4, 14 0.9999452829360962 0 0 1 1
846,4cc98e51df6aa3dee2c7c1763e3fd512, 14 0.7490818500518799 0 0 1 1
847,4cd5e48c37b1e88e734e6e59dbf8bd6d, 0 0.5645689368247986 987 679 1371 1030
848,4cf0e4032e75d8766b1a3881e8975fe7, 0 0.8609424829483032 916 601 1227 926 3 0.5045121312141418 747 889 1296 1209
849,4d2071baccfd994701c3a5ceb3f64f6f, 14 0.9997237324714661 0 0 1 1
850,4d22210e645f5c3ac3b98e06afd94046, 14 0.7539035677909851 0 0 1 1
851,4d3acb5e51c6ab03ed5bc7537125ffc2,
852,4d5b56a3024f00356ce28de7f499eaa1, 0 0.6051795482635498 577 470 825 728
853,4d60dedd8acc1fc0c83596e2a0c6d0df, 14 1.0 0 0 1 1
854,4d656bcd93f3e99d46fde6c2fa36e7d4, 0 0.8068310618400574 680 558 949 853
855,4db850f9587d4c21459ea09f9372be3d, 0 0.6009822487831116 731 643 1011 962
856,4dc355ac95a17cd1a361779cba717ade,
857,4dcaf539b6497ad02f2734e1b78c9678, 0 0.8248353600502014 826 452 1138 686
858,4de27ac8b1c575b620cc16780030086d, 0 0.7161768078804016 749 642 1038 971
859,4e1b57f8ff96232f8a73eca0e5d87475, 14 0.8153648376464844 0 0 1 1
860,4e36b920e32cc309388138261b94f741, 14 0.9999985694885254 0 0 1 1
861,4e60eda03b7df9196e6309009114f54b, 0 0.6501544117927551 813 696 1133 1045
862,4e6269ee38f7c8afc70792e62d0a05e8, 14 0.7209506034851074 0 0 1 1
863,4e6377304c6519ef809c744ef376c319, 14 1.0 0 0 1 1
864,4e685bcf518b823638340e2cb20fbad8, 14 0.5014667510986328 0 0 1 1
865,4e7c01fd1cfbfc54d2ac4913f6359be7, 14 0.9814292192459106 0 0 1 1
866,4eef841c5708308c2ff8957ebc79ae06, 0 0.6048062443733215 769 606 1046 920
867,4ef47d5bbd7105f7c7558bbb51735d36, 0 0.952398419380188 799 575 1111 888 3 0.5862988233566284 683 825 1169 1121
868,4ef769d2aaadffc2343a01771a9d378c, 0 0.7059771418571472 639 540 882 819
869,4f5fe9950e605a42d75ea7bfb8230866,
870,4f737958fc5a7d9805f4a94f70cfc5a2, 0 0.5339441895484924 609 503 858 778
871,4f7ce99ee360877a27e4e34a03d71bfd, 0 0.8011966347694397 793 650 1108 988
872,4fba6d90e4c0141270b19446fbc97796, 14 0.7010470032691956 0 0 1 1
873,4fcf87976ca07858d6ee9af47b2a719c, 14 0.6114884614944458 0 0 1 1 11 0.583749532699585 0 0 0 0
874,4fd4306bfaeb5322082642bee9ef3ff8, 0 0.5066112279891968 897 612 1234 914 11 0.5258373022079468 0 0 0 0 13 0.6134904026985168 0 0 0 0
875,4fef4a4c55426766f8eaff240f1050dd,
876,4fef5faf22105d6c29f218236dd44d66,
877,5037a5f519c01608134b5e73e2d9e8ed, 0 0.5331597924232483 711 620 1051 957 7 0.6743107438087463 634 824 1093 1146 8 0.5831307172775269 636 591 916 1058 9 0.7078675031661987 0 0 755 1021
878,503929d8c09942a6e67c9045debaf523, 14 1.0 0 0 1 1
879,50772fd4aff6e953333b6812356040f7,
880,5085aa895168d112f671ae18b22dc0df, 14 0.9999977350234985 0 0 1 1
881,509b0a6e32afb4094897a916b3c72486,
882,509d5c6ba1cef46882db2c2e86bdfb2a, 14 0.9722496867179871 0 0 1 1
883,50ab3d3a339eaeeb929368cb63599ea7, 14 1.0 0 0 1 1
884,50ab53e4414b6551c81b447fee0e43c5, 0 0.7314404249191284 646 535 880 805 13 0.5009691119194031 0 0 0 0
885,5118cbe9894006f58312565294e85556,
886,511d77216f874b95d6070d31abb5ac6d, 0 0.8558743596076965 760 630 1045 946 3 0.8377373218536377 688 919 1139 1242
887,5125bef2ea04ca1c3c197576ffccebe5, 0 0.900111198425293 711 563 971 863
888,512ab0e4091190c453987236dd18c14e, 14 0.9995707869529724 0 0 1 1
889,512bac5557727b83dd78d39052adf936, 14 1.0 0 0 1 1
890,5149be077d0b6e167ccc0f9c3e3de686, 14 1.0 0 0 1 1
891,5157d5c9b1f0004b29310652ea54e825,
892,5164cecc1932454bd2f467ebb4ea0650, 0 0.9637565016746521 855 531 1146 815 2 0.5909100770950317 741 755 1223 1035 3 0.5920546650886536 730 579 1084 1000
893,5166706a90bb749862f3e3a5b7dd52fb, 0 0.6363584399223328 640 527 896 809
894,5175798e4a23ac250b47c0c4fd83a725,
895,51b7daabe78f2a56ec22993e3a77dd3b, 14 0.9999996423721313 0 0 1 1
896,51ba8d89de58ac80db86507e11dcfd03, 14 0.885307788848877 0 0 1 1
897,51c54b6e7df33f0ae4456131227d2a9a, 0 0.7689938545227051 907 667 1253 1017
898,51dcd45e616257b874c6017e46737417, 14 0.8422518968582153 0 0 1 1
899,51f634dd2e12def131b68288f1e7eca1, 14 0.999863862991333 0 0 1 1
900,521737fe7ce420e5fe1864c36f1f1865,
901,523a0dcc2fdba0812176614c5302258c, 14 1.0 0 0 1 1
902,524c4a83f27a9e1f28921213261850a7,
903,5254623fe2189d170d018917e5833c79, 0 0.5932345390319824 751 634 1051 964
904,52547b2bd82aff7a631e41b23990a9ab,
905,5263004c6cdd4b53933a5669c3a4975f, 0 0.6098761558532715 786 620 1075 946
906,527cb2595339f9379a4af358760e9a50, 14 0.8262636661529541 0 0 1 1
907,5280b2f1ea5c084e2bd8f2fe9447ab84, 14 1.0 0 0 1 1
908,528800fde9832ed21a8c8c6f45cddf14, 14 0.9987103939056396 0 0 1 1
909,529e1b84a553a1eace23e78a49d041aa, 14 0.9993478655815125 0 0 1 1
910,52c4db1817a8262a7c2afa9c49a4210c, 14 0.9632439017295837 0 0 1 1
911,52c52586097de7c4e1aa3761d28bb5e3,
912,52e03964d4f942fc325a3154e88c4289, 0 0.5311752557754517 790 658 1109 995
913,52e9686ffccd0f4d3a6c58de8a12259b,
914,52fc86cf7b4c993c983ed3412e781ebf, 14 0.6476628184318542 0 0 1 1
915,53272263f44e3360b23a54230f7becf7,
916,533bf2420ef58839a93d4fcbec6e27ec,
917,533e87c55ad38b554f3ff19bf751eb14, 0 0.5563327670097351 672 496 910 791
918,5341b6bd8338f8a8374c18b19f737e9a, 14 0.994839608669281 0 0 1 1
919,53675dd5b4676fb96d77abf225209f41, 14 0.958228349685669 0 0 1 1
920,536b5b1ff8d718e73afa20299daa9578, 0 0.5143469572067261 781 630 1087 964
921,53881e3f1cab94cd71cf490b9ac5dbe9, 0 0.5442981123924255 800 656 1108 994
922,53ae3d1a464529cb387ce44aa655846f,
923,53ee044ed59a68c2d089f8a8f0bd620e,
924,53f6b9d988c8195673ea55343c046187, 0 0.5425352454185486 979 707 1384 1066
925,5424def929d8cb11e03df4a5c02df124, 0 0.9929357171058655 1198 743 1629 1137 3 0.8855767250061035 988 1065 1681 1435
926,543063d457e1f7416a0b80b451064f43, 7 0.516043484210968 0 0 0 841
927,543f81bf4d0f157b27ce10063bed1c66, 14 1.0 0 0 1 1
928,5468cd29e7d6db0d551f2497bed48387, 0 0.557555615901947 804 631 1100 959
929,547c3618a312f5c3cb3095d457483a57, 0 0.6386302709579468 724 590 1003 896
930,548cf3241eba5f1482caac5fbc0b9fee, 3 0.5286767482757568 1057 828 1555 1223 7 0.6729181408882141 907 1007 1547 1396
931,54a6bb5b22305b51f9a17728202d1180, 0 0.7554413676261902 633 469 854 731
932,54cf3b86aba7151a1bbca30db954307e,
933,54fb9abeb8e92ec3f690a7455d892c3a, 14 0.6538223028182983 0 0 1 1
934,552e53af89d7ae4c482cb935ac1542b7,
935,5559843d1f057bcaa0d9b5d56a9a3d46, 14 0.816940426826477 0 0 1 1
936,558622a97e3722ee974a2c8dddc4ca80,
937,558b20219d89e3918384de0ffffaec60,
938,55a3c0036c2d994975cfd350a79cf69e, 0 0.6196264624595642 817 518 1127 783 13 0.5058959722518921 0 0 0 0
939,55af1c9a0c2d59b4b6a07797df35b0d5, 6 0.5116726756095886 690 519 1033 814
940,560ff4beac01961b07e664cda2419933, 0 0.6206865310668945 652 540 902 817
941,56237d3770e31568eb965067d2d948af, 0 0.5925332307815552 805 676 1114 1019
942,5638340de6412cce7a4b7a81b7b1d92a,
943,564141a415cfa32841bb2de146faa5eb, 0 0.6942461133003235 1001 677 1396 1030
944,5644031df0b3584a477f0454acb7b291, 0 0.9038676619529724 791 603 1075 932
945,566a004f7fbde95775f15ece4975d65a,
946,56beeb20098b516474d17a9c36b23c7c, 14 0.5641745924949646 0 0 1 1
947,56cb181941ae9b45448469cc0e420ba7, 14 0.8781528472900391 0 0 1 1
948,56df1818b6567b2e812e615365b22e60,
949,56e3aa531cd2b4c2a597657ce69bea4f, 14 1.0 0 0 1 1
950,56f24c084776e6bef2576015b4caf11d, 0 0.7021344900131226 702 614 965 914
951,570cc0e3366db46a98ef038a6b5f0489, 14 1.0 0 0 1 1
952,57169906bb821d83315d3291af052418, 0 0.7447130680084229 674 540 915 823
953,5790429cd6ee14e2fbce734dba47dc21, 0 0.570308268070221 967 669 1339 998
954,5797ed009ccc4840c86e430aa66f3e8e,
955,57a1009ac321900b0c1743e721e3a1e5, 14 0.8759034872055054 0 0 1 1
956,57a1a6b02398e336508aa57ecf962e74, 0 0.5886712074279785 763 650 1045 980
957,57a32a219495bdff5cd72597688a46d2, 14 0.7077711224555969 0 0 1 1
958,57b473e8eaf284e0d3321d9def714930, 14 0.6722479462623596 0 0 1 1
959,57c89de7d680ee5e4a85d047c68b6050,
960,57ced2cce18cbee790add6d5d3330aa1, 0 0.7767230868339539 804 556 1085 856
961,57d8fda3ee850a41defcfd7e17673395, 0 0.9608192443847656 714 452 971 695 3 0.5162058472633362 575 668 1009 926
962,57efd697f8ed1fe9bd4c44a139b7aa66, 0 0.8722726106643677 867 635 1201 974
963,57f397ca3063fa50ecf48b1929e9afba, 14 0.5538105964660645 0 0 1 1
964,57fdcbf8bf0215b154b097ee3cbe7c10,
965,580909ae5a366bc3fd7524d97cf1e771,
966,5817c3257a58b34a43122134fc3115f9, 0 0.8247968554496765 867 619 1164 948
967,5820b002c7643e23208a87a986818348, 0 0.72993403673172 621 496 863 764
968,5852bd535b5b625b64bc5b8c2f59f0b3, 0 0.5770353078842163 694 474 944 751
969,585e0273f62af98bf949addee0a2efea,
970,58675a9b3a6015291c518c1327d81ab5,
971,588634981efe8a011372632c6d76eea0, 0 0.6887338757514954 755 642 1044 978
972,5889a7857b883db3bee6ad8ed4a6f955, 14 1.0 0 0 1 1
973,588b9e528e57a25e8985888133d3af61,
974,58a34363814d97cd8dd5c26f5673d6cb,
975,58baa9b0269a2987f5475a554033c4b1,
976,58d2bf66beb82854825bef7db742819f, 14 0.998749852180481 0 0 1 1
977,58d5bdf590c4892a7a1dff01b6be48ba, 0 0.6834337711334229 937 575 1259 891
978,58d76e6dae9bbb3a24fe79f771b735a6, 0 0.7309004664421082 679 529 949 812
979,5927e15c854e4b6ba3fda0539251b91a, 0 0.9479184150695801 894 461 1208 713 3 0.6128826141357422 760 699 1306 959
980,594fb89413087c080ddd2c97a3f6acf0, 14 1.0 0 0 1 1
981,59779a96f5abd70d14a67ebdd4502d60,
982,5994672502a02f2e1d49b164e16ab4af,
983,5995bef3891e94a9666695e1302247cc, 14 0.5837782621383667 0 0 1 1
984,59c201e80a79922c74bf490f5f571369, 0 0.8411778807640076 759 615 1034 927
985,59c9c25f625f58bb64d3c79ddf8f2780, 14 0.826702892780304 0 0 1 1
986,59da30abf63819b706a361028157735e, 0 0.6303482055664062 781 798 1101 1212
987,59da7ba739c19ecee53fbcb6f6d1f707,
988,5a09dc583a83bf49eb3a245a4dcbea1d, 14 0.97797030210495 0 0 1 1
989,5a29c1b605b7a41733a9bbecdd70de2b,
990,5a2e907a3101a321fb0906de1a110006, 0 0.5482366681098938 858 698 1186 1056
991,5a4adb39fcdcf0851d445970acfa17e7, 14 0.5175908803939819 0 0 1 1
992,5a5364fb4f700d6a3daad03dc7a3eefc, 14 0.9573109745979309 0 0 1 1
993,5a5981d693eb84fee6381d8e41a3e27d, 0 0.8659337759017944 709 616 1005 960
994,5a719936747485b2902623a89643a508, 0 0.7681394815444946 812 690 1132 1036 13 0.5683026313781738 0 0 0 0
995,5a823d8330fbfc71c32173de09b74b01, 14 0.6611862778663635 0 0 1 1
996,5a85e877ecee5e7fd6cf3b9a4bc802d2, 14 1.0 0 0 1 1
997,5aa416acbc31207ebc35faed872c8e3d,
998,5ab94e57ccb8175f3b1969059c55ea9d, 14 1.0 0 0 1 1
999,5acff5ccf1bcb3137e2c12dc99919396, 0 0.6342206597328186 780 619 1114 952 3 0.5609815716743469 678 875 1182 1234
1000,5ae703e09cb7b139ccb6824a79d26efa, 0 0.8190984725952148 984 591 1306 918
1001,5af59b2dc1595664ab6aaf11ea7887af, 14 0.5512300729751587 0 0 1 1
1002,5b12004cef17343beaf944f5868016c3, 14 0.8485058546066284 0 0 1 1
1003,5b1e75dd15524be14eb8722cb4370490, 0 0.6794804930686951 818 665 1115 1008
1004,5b26309e228cdffb49fee96063e2c880,
1005,5b26a75de620121bcdf0b76e15fbbd3f,
1006,5b3620a56668010877cfafa9322e18b5, 14 0.9766051769256592 0 0 1 1
1007,5b50b56feb8f2129463d1c825ceb00f0, 14 0.9607733488082886 0 0 1 1
1008,5b60ed5c54d1c07ce7c02515c7499c1c, 0 0.7861273288726807 829 649 1137 988
1009,5b6707d336c733e0a8d4233bb08483c7, 0 0.9295957684516907 665 521 912 798 3 0.7133898138999939 581 778 993 1059
1010,5b77e693767a6cf469f16bd9e498f780,
1011,5b7e2ccb87c1e20394f7a84f3bb8c821, 14 1.0 0 0 1 1
1012,5ba0a669fd3430e9386758e838210b98,
1013,5ba94d99f827e546b59846aa66eea08c, 14 1.0 0 0 1 1
1014,5bac00dc9f948cebf2b3abe05a1ed729, 14 0.5566587448120117 0 0 1 1
1015,5bb1e2eb9e2886652aa3a4c4ab01ae7a, 14 0.7370508313179016 0 0 1 1
1016,5bdeac502c30eb11341c174fd8276e4d, 14 0.7005292177200317 0 0 1 1
1017,5be05d9818c57db3635e33dca8315507, 0 0.9769068360328674 756 609 1044 918 3 0.8182034492492676 620 829 1064 1101
1018,5beee832c007826c93c25ba287ee4d48, 14 0.9999979734420776 0 0 1 1
1019,5bfab539ea74f0a5051707ca62f562b6,
1020,5c0e796a597b61fba079b721221267a4,
1021,5c0fa88ca172de9b668b330f0b4d7e60,
1022,5c1dd749315a3713355b35ab28fdebb9,
1023,5c22ee484c55a079ac153153368ecd60, 14 0.5582832098007202 0 0 1 1
1024,5c4202e130bd01f555e57d8503de6491, 0 0.5393320322036743 643 534 894 806
1025,5c55f871429730b84a8ee275839b8aae, 3 0.6823367476463318 810 740 1140 1074
1026,5c696936abfc9bbded3d8fd2fa853678,
1027,5c6ffc9cdf3d6d485aaf30a52eb9b525,
1028,5ca63942b0365ee7a3b26b6453f4076d,
1029,5cd3d3d32b73aba570d20a9a54a6be24, 0 0.6319419741630554 869 731 1217 1111
1030,5cd7b69add950d3e0fd7d6a0b84d9ce3, 0 0.5233465433120728 717 452 986 681
1031,5cecfb5a445acc92080b9fbdf321a4eb, 14 0.7301943302154541 0 0 1 1
1032,5d29e7137d24e923a347d54eb81eefcd, 14 0.7135143280029297 0 0 1 1
1033,5d47fc0830ff38a5a584e9fc83928990,
1034,5d4e0afb1579da54bc7a06f1fe159349, 14 0.8169841766357422 0 0 1 1
1035,5d63f31cc8e21664c69bd7613b1b76e4, 0 0.8315384387969971 671 569 935 857
1036,5d6805e3bd24dcb9489d6718b9e60875, 14 0.8760327100753784 0 0 1 1
1037,5d6a25163584e7b05a528d3f94fda500, 14 0.7756004333496094 0 0 1 1
1038,5d6e9e74f44b6f359525af6c176bf9fa, 0 0.8622238039970398 856 642 1164 985
1039,5d74f8fd78068c30775dc2c98790e8b9, 0 0.6240078210830688 785 695 1109 1043
1040,5d8ade464909d72789ba814870c30e0d, 14 0.998539924621582 0 0 1 1
1041,5d8d9b5c072bbc2a4a2a0b89cd35ee9f, 0 0.815227210521698 913 678 1259 1039
1042,5da88679ea6837b341bb17cf40877cea, 14 0.9952202439308167 0 0 1 1
1043,5dc955f7d99449f88928d0fdd492533b, 14 0.5280327200889587 0 0 1 1
1044,5dcc32890d8892aa5583f07b8308f6d9, 14 1.0 0 0 1 1
1045,5dcc4cf4ea03103c20218117eb9fb9b0, 0 0.8174525499343872 735 624 1033 918 3 0.9144284129142761 633 866 1100 1136
1046,5dda48765ebe01374eecab8e65821615, 14 1.0 0 0 1 1
1047,5df8ceb0c06c1a5a7eae66e68cecc804, 0 0.6449018716812134 749 647 1054 979
1048,5e0835a600b595340117661ddcf40874,
1049,5e0c289e7bf4efc3780975780ca3dcf4, 0 0.9455228447914124 697 574 977 867 3 0.7704916596412659 608 802 1040 1067
1050,5e0e46b7af5381ca4af6a51e7992a69f,
1051,5e5fc315d2f1aa94c2a06dd54aaba053, 0 0.7360348701477051 815 697 1148 1055
1052,5e65e6bc517da1f30cb5ce0ce367efd6,
1053,5e6bdaa0089a60e2d44f8414c188abb3, 14 0.6701228618621826 0 0 1 1
1054,5e74d323e655e680438e743b868d47b8, 0 0.8520424365997314 944 754 1220 1109 11 0.5509716868400574 894 975 1295 1280
1055,5e9b9e927b853f5a95cd487b249e77b2, 0 0.5203566551208496 818 633 1130 961
1056,5ead347d71cf5025f286cd0340e8de98,
1057,5ed2380173b2e8517d11c525198474d0,
1058,5eda4abc36bf4f4d7553ce62ad167fc3, 0 0.7754573822021484 807 694 1096 1066
1059,5ef0d0b605f39b09df42d293e87971e3, 0 0.9082989692687988 927 540 1240 863
1060,5f187acbe31f6335db2d8ec41c2815b5, 14 0.9461854696273804 0 0 1 1
1061,5f258fac6e0345f01b8253712e83e454, 14 0.6291036009788513 0 0 1 1
1062,5f465c42b5dabad92561ebc83310755f, 14 0.8921126127243042 0 0 1 1
1063,5f493090bbd86d604d1032df61b2bc8b, 0 0.9172908067703247 725 611 983 943
1064,5f6e71dbd4bfb41dd6ba455f38b55b48,
1065,5f6f2b299b3563b39f0a81dc4045f38a, 14 1.0 0 0 1 1
1066,5f7ff740eb512cd79270692b145d9f43, 14 0.9174931049346924 0 0 1 1
1067,5fa0495898bec4aa9880079a3073ebe9,
1068,5fb0ad980bcb4764b72c8ec737669801, 0 0.728388249874115 862 700 1185 1067
